blockLot,fullAddress,City,State,neighborhood,councilDistrict,policeDistrict,Latitude,Longitude
2542 031,240 S Collins Ave,Baltimore,MD,Irvington,8,Southwestern,39.2821818796,-76.6835824945
0430 048,810 Harlem Ave,Baltimore,MD,Upton,11,Central,39.297184674,-76.6312368829
7068A054,3549 Horton Ave,Baltimore,MD,Brooklyn,10,Southern,39.238352895,-76.6055475557
3639 044A,204 W Lorraine Ave,Baltimore,MD,Remington,12,Northern,39.3201620215,-76.6201412587
8346 026,3020 Oak Hill Ave,Baltimore,MD,Howard Park,8,Northwestern,39.3278653973,-76.7043654435
1215 035,1632 Ashland Ave,Baltimore,MD,Gay Street,12,Eastern,39.3006445802,-76.5952270252
1606 063,2214 E Madison St,Baltimore,MD,Middle East,13,Eastern,39.2999360163,-76.5862448701
4114A086,1777 Montpelier St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3188541155,-76.594114917
1504 071,2424 Llewelyn Ave,Baltimore,MD,Broadway East,13,Eastern,39.3075284959,-76.583312035
3.347E20,2623 Park Heights Terr,Baltimore,MD,Greenspring,6,Northern,39.338187412,-76.6621500583
0390 029,1804 N Calvert St,Baltimore,MD,Greenmount West,12,Central,39.3100981249,-76.6139689123
0850 023,923 Washington Blvd,Baltimore,MD,Washington Village / Pigtown,10,Southern,39.2826681801,-76.6316951164
4108 016,1528 Homestead St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3218697218,-76.5967342453
4157 022,1912 N Washington St,Baltimore,MD,South Clifton Park,12,Eastern,39.3127010928,-76.590703779
4177 041,2402 Vonderhorst Lane,Baltimore,MD,Berea,13,Eastern,39.3132563543,-76.5827478567
0003 020,1811 W North Ave,Baltimore,MD,Sandtown - Winchester,7,Western,39.3096233496,-76.6468661108
3165 010,3722 Towanda Ave,Baltimore,MD,Park Circle,6,Northwestern,39.3303278345,-76.6630961917
2805A001,2200 Mount Holly St,Baltimore,MD,Mount Holly,7,Southwestern,39.3124587414,-76.6823334553
0150 051,1616 W Saratoga St,Baltimore,MD,Franklin Square,9,Western,39.2922901733,-76.6433543345
3205 032,2138 Herbert St,Baltimore,MD,Mondawmin,7,Western,39.3103114556,-76.6526007947
0195 062,20 N Gilmor St,Baltimore,MD,Franklin Square,9,Western,39.2890475127,-76.642691389
1660 052,526 N Curley St,Baltimore,MD,Ellwood Park / Monument,13,Southeastern,39.2975182675,-76.5760216071
4131 015,1542 Gorsuch Ave,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.322197634,-76.5957865346
3347D021,2640 Loyola Southway,Baltimore,MD,Greenspring,6,Northern,39.3370020296,-76.662574011
2315 012,1625 Thomas Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3068435671,-76.657722236
5958 021,4609 Furley Ave,Baltimore,MD,Frankford,2,Northeastern,39.3293805116,-76.5537344201
0719B001,600 S Monroe St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2808850308,-76.6467620093
2308 031,1814 N Warwick Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.308834118,-76.657421513
1448 056,1907 E North Ave,Baltimore,MD,Broadway East,12,Eastern,39.3120335772,-76.5914196437
6302 042,222 S Eaton St,Baltimore,MD,Highlandtown,2,Southeastern,39.2898095925,-76.565815021
4608 063,3709 Beehler Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3424261425,-76.6750032803
1539 071,2626 Mura St,Baltimore,MD,Berea,13,Eastern,39.3055196789,-76.5802368826
0200 022,1043 W Fayette St,Baltimore,MD,Poppleton,9,Western,39.2896621432,-76.634975352
0032 013,1326 N Mount St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3038222966,-76.6449422838
4063 019,2400 Loch Raven Road,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3168285972,-76.608721229
7260 003,4026 Pennington Ave,Baltimore,MD,Curtis Bay,10,Southern,39.2285102614,-76.5890058355
0263 053,220 S Stricker St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2849444591,-76.6410562553
7437A014,2249 Annapolis Road,Baltimore,MD,Westport,10,Southern,39.263100293,-76.633595725
3057 029,3405 Mondawmin Ave,Baltimore,MD,Hanlon - Longwood,7,Northwestern,39.3149502947,-76.6747488803
0150 010,318 N Gilmor St,Baltimore,MD,Franklin Square,9,Western,39.2927294542,-76.6428861523
3311 005,4210 Park Heights Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3368574031,-76.664772475
7077 006,3536 7th St,Baltimore,MD,Brooklyn,10,Southern,39.2366634411,-76.6006636965
6272 053,101 N Highland Ave,Baltimore,MD,Baltimore Highlands,1,Southeastern,39.2937253295,-76.5692300987
2169 006,2704 W Fairmount Ave,Baltimore,MD,Shipley Hill,9,Southwestern,39.2885206839,-76.6597488146
1474 016N,2423 E Lanvale St,Baltimore,MD,Broadway East,13,Eastern,39.309848679,-76.5835355372
1591 015,2428 E Eager St,Baltimore,MD,Milton - Montford,13,Eastern,39.3019942002,-76.583204397
0521 030,315 W Madison St,Baltimore,MD,Mount Vernon,11,Central,39.2982196515,-76.6209272399
1606 028,2207 Ashland Ave,Baltimore,MD,Middle East,13,Eastern,39.300623476,-76.5861949834
1479 015,1529 N Wolfe St,Baltimore,MD,Broadway East,12,Eastern,39.3082384253,-76.591243453
0098 047,1631 W Lanvale St,Baltimore,MD,Harlem Park,9,Western,39.2975045495,-76.6438174342
0123 046,507 N Gilmor St,Baltimore,MD,Harlem Park,9,Western,39.2942701368,-76.6424034778
1688 090,211 N Madeira St,Baltimore,MD,Care,13,Southeastern,39.2948467671,-76.5854818843
2175 059,2557 Boyd St,Baltimore,MD,Shipley Hill,9,Southwestern,39.2860891271,-76.6580079694
2377C030,611 N Dukeland St,Baltimore,MD,Mosher,9,Western,39.2950916661,-76.6627749008
1191 004,1011 N Caroline St,Baltimore,MD,Gay Street,12,Eastern,39.3020974191,-76.5975543484
3836A069,425 E Lorraine Ave,Baltimore,MD,Harwood,12,Northern,39.3198869457,-76.6103734617
0206 073,2018 Booth St,Baltimore,MD,Boyd - Booth,9,Southwestern,39.2876144103,-76.6492994473
2717 003,4004 Boarman Ave,Baltimore,MD,Dorchester,6,Northwestern,39.3344256905,-76.6846114983
1533 036,2037 E Preston St,Baltimore,MD,Broadway East,12,Eastern,39.3053992732,-76.5886300716
3936 070,1705 E 28th St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3236549763,-76.5913149161
5267J102,1220 Winston Ave,Baltimore,MD,New Northwood,4,Northeastern,39.3494653135,-76.5979321529
4.178E64,3208 Elmley Ave,Baltimore,MD,Belair - Edison,13,Northeastern,39.3171855918,-76.5779565733
2406 008,2815 W North Ave,Baltimore,MD,Northwest Community Action,7,Southwestern,39.3088729321,-76.6643149802
0393 051,1311 Myrtle Ave,Baltimore,MD,Upton,11,Central,39.2993226172,-76.632490503
1606 046,814 N Patterson Park Ave,Baltimore,MD,Middle East,13,Eastern,39.300158972,-76.5854802507
3185 012,2803 W Cold Spring Lane,Baltimore,MD,Towanda - Grantley,6,Northwestern,39.3384632335,-76.6684170582
1628 037,730 N Linwood Ave,Baltimore,MD,Madison - Eastend,13,Eastern,39.299735487,-76.5769382485
3006 019C,1907 N Dukeland St,Baltimore,MD,Walbrook,7,Southwestern,39.3097481801,-76.6637607868
3301 121,3429 Saint Ambrose Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3406872591,-76.6710757357
3808 021,2016 N Calvert St,Baltimore,MD,Barclay,12,Northern,39.3127925991,-76.6141530164
0129 073,921 Bennett Pl,Baltimore,MD,Harlem Park,9,Western,39.2948278689,-76.6328297465
0194 040,1700 W Baltimore St,Baltimore,MD,Franklin Square,9,Western,39.2884665477,-76.6439562369
0151 023,1509 W Mulberry St,Baltimore,MD,Franklin Square,9,Western,39.2928878778,-76.6418543832
3312 031,2717 Oswego Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3353027141,-76.6643666174
3.35E35,3007 Wylie Ave,Baltimore,MD,Parklane,6,Northern,39.3417325308,-76.665080735
1621 035,720 N Collington Ave,Baltimore,MD,Middle East,13,Eastern,39.2994131626,-76.5869470264
4623 032,3033 Woodland Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3459192479,-76.6696020736
0249 082,108 S Stockton St,Baltimore,MD,Hollins Market,9,Southern,39.286166883,-76.6374451267
1621 045,700 N Collington Ave,Baltimore,MD,Middle East,13,Eastern,39.2990441011,-76.5869260369
4626A090B,4532 Pimlico Road,Baltimore,MD,Central Park Heights,6,Northwestern,39.3427599859,-76.6672973143
0084 058,1824 W Lanvale St,Baltimore,MD,Harlem Park,9,Western,39.2977750182,-76.6469121166
3834 029,340 E 25th St,Baltimore,MD,Harwood,12,Northern,39.3183889451,-76.6115712916
3406 077,1510 Traction St,Baltimore,MD,Penn North,7,Western,39.3110138535,-76.6427104757
1163 064,1205 N Dallas St,Baltimore,MD,Oliver,12,Eastern,39.3045726316,-76.5971396736
1555 056,2418 E Chase St,Baltimore,MD,Biddle Street,13,Eastern,39.3038502258,-76.583446079
4583 005,3226 W Garrison Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3470488918,-76.6747187721
4585 022,5014 Palmer Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3483987669,-76.6731344726
2949 048,3911 W Cold Spring Lane,Baltimore,MD,Callaway - Garrison,6,Northwestern,39.3347330289,-76.6826140904
1164A060,1248 N Broadway,Baltimore,MD,Oliver,12,Eastern,39.305053471,-76.5950634957
3805 039,423 E 21st St,Baltimore,MD,Barclay,12,Eastern,39.3133046107,-76.6101337026
3349B006,3003 Oakford Ave,Baltimore,MD,Parklane,6,Northern,39.3411888572,-76.6644243914
0188 054,812 W Fayette St,Baltimore,MD,Poppleton,9,Western,39.2902222152,-76.6301059166
4004 010,1024 E North Ave,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3119421415,-76.6045648943
3211 090,2010 Ridgehill Ave,Baltimore,MD,Mondawmin,7,Western,39.3114477828,-76.6506375572
4626A067,4668 Pimlico Road,Baltimore,MD,Central Park Heights,6,Northwestern,39.3445480915,-76.6684901576
4626A006,3110 Sumter Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.342307705,-76.667479594
6486 001,1211 S Conkling St,Baltimore,MD,Canton Industrial Area,1,Southeastern,39.2793017904,-76.566200341
1446 100,1817 N Regester St,Baltimore,MD,Broadway East,12,Eastern,39.3112965382,-76.5938289129
1477 078,1702 E Oliver St,Baltimore,MD,Broadway East,12,Eastern,39.3076837477,-76.5941862886
1667 017,435 N Washington St,Baltimore,MD,Care,13,Eastern,39.2963192246,-76.5891635852
5854C004,3814 Southern Ave,Baltimore,MD,Waltherson,3,Northeastern,39.3385540982,-76.5601537831
0300C075,1562 N Woodyear St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3069548121,-76.6415732605
1102 015,1813 N Bond St,Baltimore,MD,Oliver,12,Eastern,39.3109747115,-76.5967234616
0222 090,2100 Frederick Ave,Baltimore,MD,Boyd - Booth,9,Southwestern,39.2858727342,-76.6501250301
1125 034,1435 E Federal St,Baltimore,MD,Oliver,12,Eastern,39.3081918331,-76.5986989523
1885 029,1000 S Ellwood Ave,Baltimore,MD,Canton,1,Southeastern,39.2811277194,-76.572901737
2810 016,3505 Windsor Mill Road,Baltimore,MD,Mount Holly,7,Southwestern,39.3115638412,-76.6767456551
4626A045,4683 Park Heights Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.34431131,-76.6699293081
3347C039,2617 Loyola Southway,Baltimore,MD,Greenspring,6,Northern,39.3369677435,-76.6612726089
0092 019,807 N Arlington Ave,Baltimore,MD,Harlem Park,9,Western,39.2985490969,-76.6354590984
3414 056,2334 Druid Hill Ave,Baltimore,MD,Penn North,7,Western,39.3112683171,-76.6394516472
0053 003,1105 N Gilmor St,Baltimore,MD,Sandtown - Winchester,9,Western,39.3012860204,-76.6428081445
1623 026,2301 E Madison St,Baltimore,MD,Milton - Montford,13,Eastern,39.2995965616,-76.5847338491
0004 038,1824 N Mount St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3094617265,-76.645356578
4098 014,1363 Gorsuch Ave,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3237288266,-76.5990743291
0577 020,329 N Eutaw St,Baltimore,MD,Downtown,11,Central,39.293789798,-76.6209538751
3805 039,423 E 21st St,Baltimore,MD,Barclay,12,Eastern,39.313144712,-76.6102258669
1517 053,2013 E Hoffman St,Baltimore,MD,Broadway East,13,Eastern,39.3064284806,-76.5896450383
3.35E12,3016 Oakford Ave,Baltimore,MD,Parklane,6,Northern,39.3414182332,-76.6649883442
6771D010,6201 O'donnell St,Baltimore,MD,O'donnell Heights,1,Southeastern,39.2785760035,-76.5424328103
1564 028,1703 E Chase St,Baltimore,MD,Middle East,12,Eastern,39.3026867249,-76.5937690598
2810 010,2101 Elsinore Ave,Baltimore,MD,Mount Holly,7,Southwestern,39.3114712341,-76.6777400472
4132 009,1534 Carswell St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3230971275,-76.5958229034
1142B032,738 E Preston St,Baltimore,MD,Johnston Square,12,Eastern,39.30510195,-76.6069128449
0577 019,319 W Mulberry St,Baltimore,MD,Downtown,11,Central,39.2937452643,-76.6208086937
1503 042,1408 N Montford Ave,Baltimore,MD,Broadway East,13,Eastern,39.3074215065,-76.5845001575
1503 041,1410 N Montford Ave,Baltimore,MD,Broadway East,13,Eastern,39.3074637282,-76.5845023624
2377A099,705 Poplar Grove St,Baltimore,MD,Mosher,9,Western,39.2959263197,-76.6646425037
4005 034,1912 Aisquith St,Baltimore,MD,East Baltimore Midway,12,Eastern,39.3124034402,-76.6028668235
0125 020,538 N Carey St,Baltimore,MD,Harlem Park,9,Western,39.2951871249,-76.638796057
4577A025,3609 Spaulding Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3455822812,-76.6785950912
0114 026,621 N Carrollton Ave,Baltimore,MD,Harlem Park,9,Western,39.296132487,-76.6368028034
4164 024,1413 Cliftview Ave,Baltimore,MD,Darley Park,14,Eastern,39.3152052701,-76.596038996
0265 039,239 S Calhoun St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2846502058,-76.6391264492
3461 030,2436 Lakeview Ave,Baltimore,MD,Reservoir Hill,7,Central,39.3156114901,-76.6329658153
0148 050,1823 W Mulberry St,Baltimore,MD,Franklin Square,9,Western,39.2927529532,-76.6464042882
1177 042,1521 E Biddle St,Baltimore,MD,Gay Street,12,Eastern,39.304018167,-76.5968213535
0498 008,1121 N Calvert St,Baltimore,MD,Mid - Town Belvedere,12,Central,39.3031917021,-76.6128824397
1591 007,2412 E Eager St,Baltimore,MD,Milton - Montford,13,Eastern,39.301981114,-76.5835491148
0309 042,2101 Druid Hill Ave,Baltimore,MD,Druid Heights,7,Central,39.3085079785,-76.63621965
4131 023,1563 Carswell St,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3223192399,-76.5953600576
1638 024,617 N Collington Ave,Baltimore,MD,Care,13,Eastern,39.2982835045,-76.5863593607
0148 052,1827 W Mulberry St,Baltimore,MD,Franklin Square,9,Western,39.2927495712,-76.6465016926
2243B039,152 Palormo Ave,Baltimore,MD,Saint Josephs,8,Southwestern,39.2832433954,-76.6754285896
0112 004,606 N Carey St,Baltimore,MD,Harlem Park,9,Western,39.2957194004,-76.6387968729
1449 128,1813 N Washington St,Baltimore,MD,Broadway East,12,Eastern,39.3114222435,-76.5900648303
2319 026,2403 Presbury St,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3073753077,-76.6563142736
1530 009,1217 N Gay St,Baltimore,MD,Broadway East,12,Eastern,39.304646846,-76.5931612547
4622 047,3107 Woodland Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3456771375,-76.6700309601
2449 012,1301 Poplar Grove St,Baltimore,MD,Winchester,9,Southwestern,39.3025501676,-76.6651213704
4070A004,2603 Greenmount Ave,Baltimore,MD,Better Waverly,14,Northern,39.3198375108,-76.6091944718
0233 044,1206 W Lombard St,Baltimore,MD,Hollins Market,9,Southern,39.286770231,-76.6369283277
1642 020,2638 Mcelderry St,Baltimore,MD,Mcelderry Park,13,Southeastern,39.298026847,-76.5796557401
8238 005,4309 Ridgewood Ave,Baltimore,MD,Howard Park,5,Northwestern,39.3363362658,-76.6925408105
3537 070A,3640 Paine St,Baltimore,MD,Hampden,14,Northern,39.3323183035,-76.6305699227
2243C024,101 S Morley St,Baltimore,MD,Saint Josephs,8,Southwestern,39.2848942565,-76.6756760855
0377 024,429 Mosher St,Baltimore,MD,Upton,11,Central,39.3034887319,-76.6302118199
4614 005,2924 Oakley Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3482720778,-76.6701303076
0490 011,838 N Eutaw St,Baltimore,MD,Seton Hill,11,Central,39.3000163018,-76.6217933832
0036A011,1318 N Carey St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3040557999,-76.6392710064
2141 017,2651 Lehman St,Baltimore,MD,Millhill,9,Southwestern,39.2801505561,-76.6582958958
3196 014,4628 Reisterstown Road,Baltimore,MD,Lucille Park,6,Northwestern,39.3403637328,-76.6724455761
2364A034,2518 W Lanvale St,Baltimore,MD,Evergreen Lawn,9,Western,39.2971132964,-76.6570897073
0118 093,502 N Brice St,Baltimore,MD,Midtown - Edmondson,9,Western,39.2940935832,-76.6498924417
1570 065,2238 Prentiss Pl,Baltimore,MD,Middle East,13,Eastern,39.3031349298,-76.585953308
0309 037,2111 Druid Hill Ave,Baltimore,MD,Druid Heights,7,Central,39.3086594897,-76.6364046978
2230F050,54 N Ellamont St,Baltimore,MD,Carroll - South Hilton,9,Southwestern,39.2870824138,-76.670681959
0036B083,1363 N Calhoun St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3049919756,-76.6401970651
0001 033A,2004 Westwood Ave,Baltimore,MD,Easterwood,7,Western,39.3089128504,-76.6504044705
2174A029,144 Willard St,Baltimore,MD,Shipley Hill,9,Southwestern,39.2847282218,-76.6550628507
0280 052,329 S Stricker St,Baltimore,MD,New Southwest / Mount Clare,9,Southern,39.2838390517,-76.6404208213
1125 087,1521 N Spring St,Baltimore,MD,Oliver,12,Eastern,39.3079530262,-76.5988025229
0175 035,2134 Vine St,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.2900255479,-76.651049771
0562 013,414 N Howard St,Baltimore,MD,Downtown,11,Central,39.2944422374,-76.6201155936
1652 005,2110 Jefferson St,Baltimore,MD,Care,13,Eastern,39.2967219641,-76.587048304
0189 008,15 N Bentalou St,Baltimore,MD,Penrose / Fayette Street Outreach,9,Western,39.288508328,-76.6526445931
3177A028,2907 Keyworth Ave,Baltimore,MD,Park Circle,6,Northwestern,39.3318335222,-76.6642370941
1109 031,1616 E Lanvale St,Baltimore,MD,Oliver,12,Eastern,39.3097450984,-76.5959255179
2178 023,2621 Hafer St,Baltimore,MD,Shipley Hill,9,Southwestern,39.283022403,-76.6583153052
7482 005,2316 Atlantic Ave,Baltimore,MD,Mount Winans,10,Southern,39.2606980212,-76.6478900861
2484 001,3400 Edmondson Ave,Baltimore,MD,Edgewood,8,Southwestern,39.2943482682,-76.6742998294
2315 045,1630 N Warwick Ave,Baltimore,MD,Coppin Heights / Ash - Co - East,7,Western,39.3069611069,-76.6573283534
1485 003,2405 E Federal St,Baltimore,MD,Broadway East,13,Eastern,39.3086818235,-76.5840765373
2406 091,1820 N Dukeland St,Baltimore,MD,Northwest Community Action,7,Southwestern,39.3085788462,-76.6640190486
2140 012,2651 Frederick Ave,Baltimore,MD,Millhill,9,Southwestern,39.2812177394,-76.658870036
0373 048,1405 Myrtle Ave,Baltimore,MD,Upton,11,Central,39.300108256,-76.6335932795
2170A034,2566 W Fairmount Ave,Baltimore,MD,Shipley Hill,9,Southwestern,39.2884556318,-76.6583078604
2167B029,2556 W Fayette St,Baltimore,MD,Shipley Hill,9,Southwestern,39.2890500055,-76.6580700993
3100N052,4048 Hilton Road,Baltimore,MD,East Arlington,6,Northwestern,39.3326814641,-76.6670443228
0016 026,1650 N Gilmor St,Baltimore,MD,Sandtown - Winchester,7,Western,39.3078228575,-76.6437281326
0037A036,1372 N Fremont Ave,Baltimore,MD,Sandtown - Winchester,7,Western,39.3050921373,-76.6380652656
1482 016,2131 E Federal St,Baltimore,MD,Broadway East,13,Eastern,39.3086333186,-76.5876097777
0767 059,1317 James St,Baltimore,MD,Washington Village / Pigtown,10,Southern,39.2808065312,-76.6367484543
4605 044,4921 Denmore Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3454440022,-76.6728620458
1636 002,603 N Castle St,Baltimore,MD,Care,13,Eastern,39.2976330713,-76.588430159
0115 058,1027 Brantley Ave,Baltimore,MD,Harlem Park,9,Western,39.2960154614,-76.634995801
4605 040,4929 Denmore Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3455626335,-76.6730044935
2377C074,2727 Harlem Ave,Baltimore,MD,Mosher,9,Western,39.2953553259,-76.662404859
1711 052,132 N Kenwood Ave,Baltimore,MD,Patterson Park Neighborhood,1,Southeastern,39.2939941324,-76.5779811979
2377C068,2715 Harlem Ave,Baltimore,MD,Mosher,9,Western,39.295377089,-76.6619243182
1608 026,2403 Ashland Ave,Baltimore,MD,Milton - Montford,13,Eastern,39.3007370825,-76.5833606952
4605A047D,4984 Denmore Ave,Baltimore,MD,Central Park Heights,6,Northwestern,39.3461198467,-76.6744392692
1604 028,2011 Ashland Ave,Baltimore,MD,Middle East,13,Eastern,39.3005108303,-76.5889931014
0273 062,2021 Mchenry St,Baltimore,MD,Carrollton Ridge,9,Southern,39.2839610788,-76.6492993711
0087 016,1530 W Lanvale St,Baltimore,MD,Harlem Park,9,Western,39.297943755,-76.6425255552
0777 046,1453 Washington Blvd,Baltimore,MD,Washington Village / Pigtown,10,Southern,39.2787670462,-76.6374281136
2855 006,4010 Bateman Ave,Baltimore,MD,Windsor Hills,6,Northwestern,39.3171589696,-76.6857597007
4137 028C,2710 Kennedy Ave,Baltimore,MD,Coldstream Homestead Montebello,14,Northeastern,39.3232254827,-76.5944383008
